pilot_name,pilot_country,pilot_serve,air_vic,oth_air_vic,notes,mia_or_kia
John L. Banks,United States,U.S. Navy,NA,NA,NA,Lived
"William E. Bryan, Jr.",United States,U.S. Army Air Forces,NA,NA,NA,Lived
Stanisław Brzeski,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
James B. Cain,United States,U.S. Navy,NA,NA,NA,Lived
Charles J. Cesky,United States,U.S. Army Air Forces,NA,NA,NA,Lived
Oscar I. Chenoweth,United States,U.S. Navy,NA,NA,NA,Lived
Arthur Chin,United States,Chinese Nationalist Air Force,NA,NA,"First American born/citizen ace of WWII, flew biplane fighter",Lived
Frank A. Cutler,United States,U.S. Army Air Forces,NA,NA,(+3 ground kills),Lived
Carl C. Foster,United States,U.S. Navy,NA,NA,NA,Lived
John F. Gray,United States,U.S. Navy,NA,NA,NA,Lived
Everett G. Hargreaves,United States,U.S. Navy,NA,NA,NA,Lived
"Thomas L. Hayes, Jr.",United States,U.S. Army Air Forces,NA,NA,NA,Lived
Zdzisław Henneberg †,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,"KIA, MIA, Died of wounds"
John H. Hoefker,United States,U.S. Army Air Forces,NA,NA,NA,Lived
Otto D. Jenkins,United States,U.S. Army Air Forces,NA,NA,(+2 ground kills),Lived
Arthur G. Johnson,United States,U.S. Army Air Forces,NA,NA,NA,Lived
George Noel Keith †,Canada,Royal Canadian Air Force,NA,NA,NA,"KIA, MIA, Died of wounds"
Wacław Król,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Frank L. Lawlor,United States,American Volunteer Group,NA,NA,NA,Lived
Gregory K. Loesch,United States,U.S. Marine Corps,NA,NA,NA,Lived
Carl J. Luksic,United States,U.S. Army Air Forces,NA,NA,(+7 ground kills),Lived
Donald McDowell,United States,U.S. Army Air Forces,NA,NA,NA,Lived
Bernard J. McGrattan,United States,U.S. Army Air Forces,NA,NA,NA,Lived
Sanford K. Moats,United States,U.S. Army Air Forces,NA,NA,NA,Lived
"John L. Morgan, Jr.",United States,U.S. Marine Corps,NA,NA,NA,Lived
George W. Pigman,United States,U.S. Navy,NA,NA,NA,Lived
Claude W. Plant,United States,U.S. Navy,NA,NA,NA,Lived
Albert L. Schlegel,United States,U.S. Army Air Forces,NA,NA,NA,Lived
Dallas Schmidt,Canada,Royal Canadian Air Force,NA,NA,NA,Lived
Larry R. Self,United States,U.S. Navy,NA,NA,NA,Lived
Antoni Głowacki,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Eugeniusz Szaposznikow,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
John Fraser Drummond,United Kingdom,Royal Air Force,NA,NA,NA,Lived
James H. Howard,United States,American Volunteer Group; U.S. Army Air Forces,NA,NA,2⅓ victories with AVG; 6 with USAAF,Lived
Franklin T. Gabriel,United States,U.S. Navy,NA,NA,NA,Lived
George B. McMillan,United States,U.S. Army Air Forces,NA,NA,(+1 ground kills),Lived
Adolf Pietrasiak,Poland,Polish Air Force/Royal Air Force,8.1,NA,NA,Lived
Witold Łokuciewski,Poland,Polish Air Force/Royal Air Force,8,NA,NA,Lived
Erich Büttner,Germany,Luftwaffe,8,NA,Jet ace with all victories in Me 262,Lived
John M. Ainlay,United States,U.S. Army Air Forces,8,NA,possibly just 7,Lived
John R. Alison,United States,U.S. Army Air Forces,8,NA,NA,Lived
David W. Allen (USAAF),United States,U.S. Army Air Forces,8,NA,NA,Lived
Frederick A. Bardshar,United States,U.S. Navy,8,NA,NA,Lived
Lloyd G. Barnard,United States,U.S. Navy,8,NA,NA,Lived
"Walter G. Benz, Jr.",United States,U.S. Army Air Forces,8,NA,NA,Lived
William J. Bonneau,United States,U.S. Navy,8,NA,NA,Lived
Robert J. Booth,United States,U.S. Army Air Forces,8,NA,NA,Lived
"Roy O. Burnett, Jr.",United States,U.S. Navy,8,NA,NA,Lived
"Walter J. Carroll, Jr.",United States,U.S. Army Air Forces,8,NA,NA,Lived
William N. Case,United States,U.S. Marine Corps,8,NA,NA,Lived
J. D. Collinsworth,United States,U.S. Army Air Forces,8,NA,possibly just 6,Lived
Arthur W. Cruikshank,United States,U.S. Army Air Forces,8,NA,NA,Lived
Václav Cukr-Cooper,Czechoslovakia,Royal Air Force,8,NA,NA,Lived
Fernley H. Damstrom,United States,U.S. Army Air Forces,8,NA,NA,Lived
John F. Dobbin,United States,U.S. Marine Corps,8,NA,NA,Lived
Landis E. Doner,United States,U.S. Navy,8,NA,NA,Lived
Frederick J. Dorsch,United States,U.S. Army Air Forces,8,NA,NA,Lived
Walter F. Duke,United States,U.S. Army Air Forces,8,NA,NA,Lived
William C. Edens,United States,U.S. Army Air Forces,8,NA,(+3 ground kills),Lived
John L. Elder,United States,U.S. Army Air Forces,8,NA,(+13 ground kills),Lived
Eric A. Evenson,United States,U.S. Navy,8,NA,NA,Lived
"Arthur C. Fielder, Jr.",United States,U.S. Army Air Forces,8,NA,NA,Lived
Francis M. Fleming,United States,U.S. Navy,8,NA,NA,Lived
James M. Fowle,United States,U.S. Army Air Forces,8,NA,NA,Lived
William A. Gardner,United States,U.S. Army Air Forces,8,NA,NA,Lived
Frank Gaunt,United States,U.S. Army Air Forces,8,NA,possibly just 7,Lived
Francis R. Gerard,United States,U.S. Army Air Forces,8,NA,NA,Lived
Clement D. Gile,United States,U.S. Navy,8,NA,NA,Lived
Maxwell H. Glenn,United States,U.S. Army Air Forces,8,NA,possibly just 5 (+3 ground kills),Lived
Mathew M. Gordon,United States,U.S. Army Air Forces,8,NA,NA,Lived
Leroy V. Grosshuesch,United States,U.S. Army Air Forces,8,NA,NA,Lived
Fred E. Gutt,United States,U.S. Marine Corps,8,NA,NA,Lived
"Mayo A. Hadden, Jr.",United States,U.S. Navy,8,NA,NA,Lived
Aladár Heppes,Hungary,Royal Hungarian Air Force,8,NA,"(Commander of the 101st ""Puma"" Fighter Wing)",Lived
Frederick A. Harris,United States,U.S. Army Air Forces,8,NA,NA,Lived
Kenneth F. Hart,United States,U.S. Army Air Forces,8,NA,NA,Lived
"Edwin J. Herman (or Hernan), Jr.",United States,U.S. Marine Corps,8,NA,NA,Lived
George L. Hollowell,United States,U.S. Marine Corps,8,NA,NA,Lived
Angus Horne,United Kingdom,Royal Air Force,8,NA,NA,Lived
Jack M. Ilfrey,United States,U.S. Army Air Forces,8,NA,NA,Lived
Michael J. Jackson,United States,U.S. Army Air Forces,8,NA,(+5½ ground kills),Lived
Byron M. Johnson,United States,U.S. Navy,8,NA,NA,Lived
John M. Johnson,United States,U.S. Navy,8,NA,NA,Lived
John L. Jones,United States,U.S. Army Air Forces,8,NA,NA,Lived
Claiborne H. Kinnard,United States,U.S. Army Air Forces,8,NA,(+17 ground kills),Lived
Pál Kovács (pilot) †,Hungary,Royal Hungarian Air Force,8,NA,NA,"KIA, MIA, Died of wounds"
Charles M. Kunz,United States,U.S. Marine Corps,8,NA,NA,Lived
William N. Leonard,United States,U.S. Navy,8,NA,NA,Lived
Elvin L. Lindsay,United States,U.S. Navy,8,NA,NA,Lived
Thomas E. Maloney,United States,U.S. Army Air Forces,8,NA,possibly just 7,Lived
William R. Maxwell,United States,U.S. Navy,8,NA,NA,Lived
"Earl May, Jr.",United States,U.S. Navy,8,NA,NA,Lived
Johnnie G. Miller,United States,U.S. Navy,8,NA,NA,Lived
Erich Mix,Germany,Luftwaffe,8,+3 in World War I,possibly 13,Lived
William W. Momyer,United States,U.S. Army Air Forces,8,NA,NA,Lived
Douglas W. Mulcahey,United States,U.S. Navy,8,NA,NA,Lived
Alva C. Murphy,United States,U.S. Army Air Forces,8,NA,NA,Lived
Joseph L. Narr,United States,U.S. Marine Corps,8,NA,NA,Lived
George P. Novotny,United States,U.S. Army Air Forces,9,NA,NA,Lived
John G. O'Neill,United States,U.S. Army Air Forces,8,NA,NA,Lived
Edward M. Owen,United States,U.S. Navy,8,NA,NA,Lived
Nathan T. Post,United States,U.S. Marine Corps,8,NA,NA,Lived
"Luther D. Prater, Jr.",United States,U.S. Navy,8,NA,NA,Lived
Edward F. Roddy,United States,U.S. Army Air Forces,8,NA,NA,Lived
Robert R. Rowland,United States,U.S. Army Air Forces,8,NA,NA,Lived
Philip Sangermano (FO),United States,U.S. Army Air Forces,8,NA,NA,Lived
Charles W. Sawyer,United States,American Volunteer Group; U.S. Army Air Forces,8,NA,2¼ victories with AVG; 5¾ with USAAF,Lived
Glenn D. Schiltz Jr.,United States,U.S. Army Air Forces,8,NA,NA,Lived
David A. Scott,United States,U.S. Navy,8,NA,possibly 9,Lived
Dale E. Shafer,United States,U.S. Army Air Forces,8,NA,NA,Lived
Robert M. Shaw,United States,U.S. Army Air Forces,8,NA,NA,Lived
William A. Shomo,United States,U.S. Army Air Forces,8,NA,NA,Lived
Robert H. Smith,United States,U.S. Army Air Forces,8,NA,NA,Lived
Gordon Arthur Stanley,United States,U.S. Navy,8,NA,NA,Lived
Arland Stanton,United States,U.S. Army Air Forces,8,NA,NA,Lived
John L. Sublett,United States,U.S. Army Air Forces,8,NA,NA,Lived
Leopold Šrom,Czechoslovakia,Royal Air Force,8,NA,NA,Lived
James B. Tapp,United States,U.S. Army Air Forces,8,NA,NA,Lived
Philip Edward Tovrea Jr.,United States,U.S. Army Air Forces,8,NA,NA,Lived
James O. Tyler,United States,U.S. Army Air Forces,8,NA,NA,Lived
"John W. Vogt, Jr.",United States,U.S. Army Air Forces,8,NA,NA,Lived
"Boyd D. ""Buzz"" Wagner",United States,U.S. Army Air Forces,8,NA,"First U.S. Armed Forces ace, within nine days of Attack on Pearl Harbor",Lived
Victor E. Warford,United States,U.S. Army Air Forces,8,NA,NA,Lived
Arthur T. Warner,United States,U.S. Marine Corps,8,NA,NA,Lived
Charles E. Weaver,United States,U.S. Army Air Forces,8,NA,(+3 ground kills),Lived
Hans-Dieter Weihs,Germany,Luftwaffe,8,NA,Jet ace with all victories in Me 262,Lived
Norman. F Williams,Australia,Royal Australian Air Force,8,NA,"Bomber rear gunner, only non-fighter pilot ace of WWII",Lived
Rex Kerslake Wilson,Australia,Royal Australian Air Force,8,NA,NA,Lived
"Theodore H. Winters, Jr.",United States,U.S. Navy,8,NA,NA,Lived
Donald K. Yost,United States,U.S. Marine Corps,8,NA,NA,Lived
Dan Scurtu,Romania,Royal Romanian Air Force,8,NA,NA,Lived
Traian Dirjan,Romania,Royal Romanian Air Force,8,NA,NA,Lived
Eugen Cameceanu,Romania,Royal Romanian Air Force,8,NA,NA,Lived
Mihai Mihordea,Romania,Royal Romanian Air Force,8,NA,NA,Lived
Ioan Panaite,Romania,Royal Romanian Air Force,8,NA,NA,Lived
Joseph L. Lang,United States,U.S. Army Air Forces,7.83,NA,NA,Lived
Everett W. Stewart,United States,U.S. Army Air Forces,7.83,NA,(+1.5 ground kills),Lived
Józef Jeka,Poland,Polish Air Forces/Royal Air Force,NA,NA,NA,Lived
Henryk Pietrzak,Poland,Polish Air Forces/Royal Air Force,NA,NA,NA,Lived
Howard M. Burriss,United States,U.S. Navy,NA,NA,NA,Lived
Kenneth J. Dahms,United States,U.S. Navy,NA,NA,NA,Lived
Noel le Chevalier Agazarian †,United Kingdom,Royal Air Force,7,NA,NA,"KIA, MIA, Died of wounds"
Alfred Ambs,Germany,Luftwaffe,7,NA,Jet ace with all victories in Me 262,Lived
William Y. Anderson,Sweden,U.S. Army Air Forces,7,NA,(+1 V-1 flying bomb),Lived
Karl-Heinz Becker,Germany,Luftwaffe,7,NA,Jet ace with all victories in Me 262,Lived
Rolf Arne Berg †,Norway,Royal Air Force,7,NA,NA,"KIA, MIA, Died of wounds"
Marian Bełc,Poland,Polish Air Force/Royal Air Force,7,NA,NA,Lived
Harry W. Brown,United States,U.S. Army Air Forces,7,NA,NA,Lived
Liu Chui-Kang / Liu Cuigang,China,Chinese Nationalist Air Force,7,NA,NA,Lived
Robert A. Dibb,United States,U.S. Navy,7,NA,NA,Lived
Furio Niclot Doglio,Italy,Regia Aeronautica,7,NA,NA,Lived
Bolesław Drobiński,Poland,Polish Air Force/Royal Air Force,7,NA,NA,Lived
Helmut Eberspächer,Germany,Luftwaffe,7,NA,NA,Lived
Hugh C. Godefroy,Canada,Royal Air Force; Royal Canadian Air Force,7,NA,(Dutch birth),Lived
Gordon M. Graham,United States,U.S. Army Air Forces,7,NA,(+9.5 ground kills),Lived
Roger Haberman,United States,U.S. Marine Corps,7,NA,NA,Lived
Pál Irányi,Hungary,Royal Hungarian Air Force,7,NA,NA,Lived
Václav Jícha,Czechoslovakia,Royal Air Force,7,NA,NA,Lived
Stanisław Karubin,Poland,Polish Air Force/Royal Air Force,7,NA,NA,Lived
Konstantin Kokkinaki,Soviet Union,Soviet Air Forces,7,(+7 in the Second Sino-Japanese War)[2],NA,Lived
Franz Köster,Germany,Luftwaffe,7,NA,Jet ace with all victories in Me 262,Lived
Otmar Kučera,Czechoslovakia,Royal Air Force,7,NA,NA,Lived
Wolfgang Kuthe †,Germany,Luftwaffe,7,NA,night fighter pilot with IV./NJG 1,"KIA, MIA, Died of wounds"
Béla Lipcsey,Hungary,Luftwaffe,7,NA,"(He served in the Luftwaffe and scored the 7 victories in I./JG27, his German name is Adalbert von Lipcsey)",Lived
"Bert W. Marshall, Jr.",United States,U.S. Army Air Forces,7,NA,(+4 ground kills),Lived
Iosif Moraru,Romania,Royal Romanian Air Force,7,NA,NA,Lived
Liviu Muresan,Romania,Royal Romanian Air Force,7,NA,NA,Lived
Giuseppe Oblach,Italy,Regia Aeronautica,7,NA,NA,Lived
"Edward ""Butch"" O'Hare  †",United States,U.S. Navy,7,NA,NA,"KIA, MIA, Died of wounds"
Sammy A. Pierce,United States,U.S. Army Air Forces,7,NA,NA,Lived
Stanislav Plzák,Czechoslovakia,Royal Air Force,7,NA,NA,Lived
Constantin Pomut,Romania,Royal Romanian Air Force,7,NA,NA,Lived
Walter Prues,Germany,Luftwaffe,7,NA,Night Fighter,Lived
Arval J. Roberson,United States,U.S. Army Air Forces,7,NA,(+1 ground kill),Lived
Ferruccio Serafini,Italy,Regia Aeronautica,7,NA,NA,Lived
Ernest Shipman,United States,U.S. Army Air Forces,7,NA,NA,Lived
Parsifal Stefanescu,Romania,Royal Romanian Air Force,7,NA,NA,Lived
Kálmán Szeverényi †,Hungary,Royal Hungarian Air Force,7,NA,NA,"KIA, MIA, Died of wounds"
György Ujszászy,Hungary,Royal Hungarian Air Force,7,NA,NA,Lived
Tomáš Vybíral,Czechoslovakia,Royal Air Force,7,NA,NA,Lived
Sydney S. Woods,United States,U.S. Army Air Forces,7,NA,NA,Lived
Robert E. Woody,United States,U.S. Army Air Forces,7,NA,(+2 ground kills),Lived
Karol Pniak,Poland,Polish Air Force/Royal Air Force,6.75,NA,NA,Lived
"Basil Gerald ""Stapme"" Stapleton",South Africa,Royal Air Force,6.66,NA,NA,Lived
Howard Peter Blatchford †,Canada,Royal Canadian Air Force,NA,NA,NA,"KIA, MIA, Died of wounds"
Lloyd Chadburn †,Canada,Royal Canadian Air Force,NA,NA,NA,"KIA, MIA, Died of wounds"
Willard Eder,United States,U.S. Navy,NA,NA,NA,Lived
Russell Foskett,Australia,Royal Australian Air Force,NA,NA,NA,Lived
Wacław Łapkowski,Poland,Polish Air Force/Royal Air Force,6.33,NA,NA,Lived
Alan Peart,New Zealand,Royal Air Force,6.33,+9 damaged,"Victories against planes from Italy, Germany and Japan",Lived
Horia Agarici,Romania,Royal Romanian Air Force,6,NA,NA,Lived
Florin Alexiu,Romania,Royal Romanian Air Force,6,NA,NA,Lived
GianLino Baschirotto,Italy,Regia Aeronautica,6,+5 in Spanish Civil War,NA,Lived
Livio Bassi,Italy,Regia Aeronautica,6,NA,NA,Lived
Wolfrat Bauer †,Germany,Luftwaffe,6,NA,Staffelkapitän of 7./NJG 1,"KIA, MIA, Died of wounds"
Henry S. Bille,United States,U.S. Army Air Forces,6,NA,(+4 ground kills),Lived
Scrappy Blumer,United States,U.S. Army Air Forces,6,NA,"5 kills in 15 minutes, ""Fastest Ace-in-a-Day""",Lived
Yekaterina Budanova,Soviet Union,Soviet Air Force,6,NA,"possibly 11, +5 shared",Lived
James B. Dalglish,United States,U.S. Army Air Forces,6,NA,(+3 V-1 flying bombs),Lived
František Doležal,Czechoslovakia,Royal Air Force,6,NA,NA,Lived
Josef Dygrýn-Ligotický,Czechoslovakia,Royal Air Force,6,NA,NA,Lived
Stanislav Fejfar,Czechoslovakia,Royal Air Force,6,NA,NA,Lived
Guido Fibbia,Italy,Regia Aeronautica,6,+3 in Spanish Civil War,NA,Lived
Ervin Flóznik †,Hungary,Royal Hungarian Air Force,6,NA,NA,"KIA, MIA, Died of wounds"
William B. Freeman,United States,U.S. Marine Corps,6,NA,NA,Lived
"Fred R. Haviland, Jr.",United States,U.S. Army Air Forces,6,NA,(+6 ground kills),Lived
James P. Hagerstrom,United States,U.S. Army Air Forces,6,NA,NA,Lived
Stefan Janus,Poland,Polish Air Force/Royal Air Force,6,NA,NA,Lived
Oskar Köstler †,Germany,Luftwaffe,6,NA,NA,"KIA, MIA, Died of wounds"
Fritz Kruse †,Germany,Luftwaffe,6,NA,night fighter pilot with 3./NJG 1,"KIA, MIA, Died of wounds"
Kenneth Lake,United States,U.S. Navy,6,NA,NA,Lived
Mihály Karátsonyi,Hungary,Royal Hungarian Air Force,6,NA,NA,Lived
Lajos Kracsenics,Hungary,Royal Hungarian Air Force,6,NA,NA,Lived
Mátyás Lőrincz †,Hungary,Royal Hungarian Air Force,6,NA,NA,"KIA, MIA, Died of wounds"
János Mátyás,Hungary,Royal Hungarian Air Force,6,NA,NA,Lived
György Michna,Hungary,Royal Hungarian Air Force,6,NA,NA,Lived
"Norman W. Mollard, Jr.",United States,U.S. Navy,6,NA,NA,Lived
Kálmán Nánási †,Hungary,Royal Hungarian Air Force,6,NA,NA,"KIA, MIA, Died of wounds"
Norman E. Olson,United States,U.S. Army Air Forces,6,NA,(+2 ground kills),Lived
Theo Osterkamp,Germany,Luftwaffe,6,+32 in World War I,NA,Lived
Edward Cobb Outlaw,United States,U.S. Navy,6,NA,Ace in a day,Lived
Imre Pánczél †,Hungary,Royal Hungarian Air Force,6,NA,(First Ace of the RHAF in the second World War),"KIA, MIA, Died of wounds"
Ludwik Witold Paszkiewicz,Poland,Polish Air Force/Royal Air Force,6,NA,NA,Lived
Eduard M. Prchal,Czechoslovakia,Royal Air Force,6,NA,NA,Lived
Radu Reinek,Romania,Royal Romanian Air Force,6,NA,NA,Lived
Thomas J. Rennemo,United States,U.S. Navy,6,NA,NA,Lived
Pál Szikora,Hungary,Royal Hungarian Air Force,6,NA,NA,Lived
Gheorghe Tutuianu,Romania,Royal Romanian Air Force,6,NA,NA,Lived
Constantin Ursachi,Romania,Royal Romanian Air Force,6,NA,NA,Lived
Remy Van Lierde,Belgium,Royal Air Force,6,NA,(+44 V-1 flying bombs),Lived
Ioan Vornica,Romania,Royal Romanian Air Force,6,NA,NA,Lived
James Henry Whalen †,Canada,Royal Canadian Air Force,6,NA,NA,"KIA, MIA, Died of wounds"
William E. Whalen,United States,U.S. Army Air Forces,6,NA,(+2 ground kills),Lived
"Lynn E. Witt, Jr.",United States,U.S. Army Air Forces,6,NA,NA,Lived
Yue Yi-Chin / Yue Yiqin,China,Chinese Nationalist Air Force,6,NA,NA,Lived
Dean (Diz) S. Laird,United States,U.S. Navy,NA,NA,Only US Navy ace to have victories against German and Japanese planes,Lived
Gordon B. Compton,United States,U.S. Army Air Forces,NA,NA,(+15 ground kills),Lived
Norman J. Fortier,United States,U.S. Army Air Forces,5.83,NA,(+5.5 ground kills),Lived
Walter J. Koraleski,United States,U.S. Army Air Forces,5.54,NA,NA,Lived
William Cundy,Australia,Royal Australian Air Force,NA,NA,NA,Lived
Charles W. Lenfest,United States,U.S. Army Air Forces,NA,NA,(+2 ground kills),Lived
Leslie D. Minchew,United States,U.S. Army Air Forces,NA,NA,(+ 1/2 ground kills),Lived
Laurence Stark,United Kingdom,Royal Air Force,NA,NA,NA,Lived
Kazimierz Rutkowski,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Stefan Witorzeńć,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Czesław Główczyński,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Michał Cwynar,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Mieczysław Mümler,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
Bolesław Własnowolski,Poland,Polish Air Force/Royal Air Force,NA,NA,NA,Lived
"James E. Duffy, Jr",United States,U.S. Army Air Forces,5.2,NA,(+9 ground kills),Lived
Raymond B. Myers,United States,U.S. Army Air Forces,5,NA,(+4 ground kills),Lived
William J. Cullerton,United States,U.S. Army Air Forces,5,NA,(+15 ground kills),Lived
"Hayden A. ""Buck"" Gregory",United States,U.S. Navy,5,NA,NA,Lived
Otto Böhner,Germany,Luftwaffe,5,NA,NA,Lived
František Chábera,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Joseph Heim,Germany,Luftwaffe,5,NA,Jet ace with all victories in Me 262,Lived
Alfred Schreiber,Germany,Luftwaffe,5,NA,Jet ace – first ever confirmed – with all victories in Me 262,Lived
Ulrich Steinhilper,Germany,Luftwaffe,5,NA,NA,Lived
Tony Jonsson,Iceland,Royal Air Force,5,NA,NA,Lived
Pentti Tilli,Finland,Finnish Air Force,5,NA,NA,Lived
Robert W. Abernathy,United States,U.S. Army Air Forces,5,NA,NA,Lived
Fred T. Ackerman,United States,U.S. Navy,5,NA,NA,Lived
Oliver L. Adair,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert H. Adams (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
John W. Agnew,United States,U.S. Army Air Forces,5,NA,NA,Lived
William H. Allen (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
Stuart C. Alley Jr,United States,U.S. Marine Corps,5,NA,NA,Lived
Ernest J. Ambort,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert H. Ammon,United States,U.S. Army Air Forces,5,NA,(+9 ground kills),Lived
Benjamin C. Amsden,United States,U.S. Navy,5,NA,NA,Lived
Leslie E. Anderson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Richard H. Anderson (USAAF),United States,U.S. Army Air Forces,5,NA,NA,Lived
Lester L. Arasmith,United States,U.S. Army Air Forces,5,NA,NA,Lived
Lee Archer,United States,U.S. Army Air Forces,5,NA,Only African-American ace,Lived
William E. Aron,United States,U.S. Army Air Forces,5,NA,NA,Lived
Richard W. Asbury,United States,U.S. Army Air Forces,5,NA,NA,Lived
Abner M. Aust,United States,U.S. Army Air Forces,5,NA,NA,Lived
Eugene D. Axtell,United States,U.S. Army Air Forces,5,NA,NA,Lived
Donald A. Baccus,United States,U.S. Army Air Forces,5,NA,NA,Lived
Jack A. Bade,United States,U.S. Army Air Forces,5,NA,NA,Lived
Oscar C. Bailey,United States,U.S. Navy,5,NA,NA,Lived
Raphael F. Baird,United States,U.S. Army Air Forces,5,NA,NA,Lived
Donald L. Balch,United States,U.S. Marine Corps,5,NA,NA,Lived
Robert P. Baldwin,United States,U.S. Army Air Forces,5,NA,NA,Lived
Raymond W. Bank,United States,U.S. Army Air Forces,5,NA,NA,Lived
Bruce M. Barackman,United States,U.S. Navy,5,NA,NA,Lived
Rex T. Barber,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert M. Barkey,United States,U.S. Army Air Forces,5,NA,NA,Lived
Truman S. Barnes,United States,U.S. Army Air Forces,5,NA,NA,Lived
Albert Baumler,United States,U.S. Army Air Forces,5,+6 in Spanish Civil War,NA,Lived
Aaron L. Bearden,United States,U.S. Army Air Forces,5,NA,NA,Lived
Edward H. Beavers Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
József Bejczi †,Hungary,Royal Hungarian Air Force,5,NA,NA,"KIA, MIA, Died of wounds"
Louis Benne,United States,U.S. Army Air Forces,5,NA,NA,Lived
Jack S. Berkheimer,United States,U.S. Navy,5,NA,NA,Lived
Richard L. Bertelson,United States,U.S. Navy,5,NA,NA,Lived
James D. Billo,United States,U.S. Navy,5,NA,NA,Lived
Lewis S. Bishop,United States,American Volunteer Group,5,NA,NA,Lived
Walter D. Bishop,United States,U.S. Navy,5,NA,NA,Lived
Foster J. Blair,United States,U.S. Navy,5,NA,NA,Lived
William K. Blair,United States,U.S. Navy,5,NA,NA,Lived
Richard B. Blaydes,United States,U.S. Navy,5,NA,NA,Lived
Ladislav Bobek,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
Victor E. Bocquin,United States,U.S. Army Air Forces,5,NA,NA,Lived
John W. Bolyard,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert R. Bonebrake,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert R. Bonner Jr,United States,U.S. Army Air Forces,5,NA,NA,Lived
Guy P. Bordelon,United States,U.S. Navy,5,NA,NA,Lived
Clarence A. Borley,United States,U.S. Navy,5,NA,NA,Lived
Ernest O. Bostrom,United States,U.S. Army Air Forces,5,NA,NA,Lived
Wilbur L. Bowen,United States,U.S. Army Air Forces,5,NA,NA,Lived
Fred E. Bowker,United States,U.S. Army Air Forces,5,NA,NA,Lived
John L. Bradley,United States,U.S. Army Air Forces,5,NA,NA,Lived
Richard L. Braun,United States,U.S. Marine Corps,5,NA,NA,Lived
Gerald A. Brown,United States,U.S. Army Air Forces,5,NA,NA,Lived
Jasper R. Brown,United States,U.S. Army Air Forces,5,NA,NA,Lived
Paul J. Bruneau,United States,U.S. Navy,5,NA,NA,Lived
Robert L. Buchanan,United States,U.S. Navy,5,NA,NA,Lived
Robert G. Burns,United States,U.S. Army Air Forces,5,NA,NA,Lived
Robert L. Byrnes,United States,U.S. Army Air Forces,5,NA,NA,Lived
John B. Carder,United States,U.S. Army Air Forces,5,NA,NA,Lived
William A. Carlton,United States,U.S. Marine Corps,5,NA,NA,Lived
Nial K. Castle,United States,U.S. Army Air Forces,5,NA,NA,Lived
Henry K. Champion,United States,U.S. Navy,5,NA,NA,Lived
George T. Chandler,United States,U.S. Army Air Forces,5,NA,NA,Lived
Van E. Chandler,United States,U.S. Army Air Forces,5,+3 in Korean War,NA,Lived
Joseph J. Cielinski,United States,U.S. Army Air Forces,5,NA,NA,Lived
Arthur B. Cleaveland,United States,U.S. Army Air Forces,5,NA,NA,Lived
Donald C. Clements,United States,U.S. Navy,5,NA,NA,Lived
Robert E. Clements,United States,U.S. Navy,5,NA,NA,Lived
Dallas A. Clinger,United States,U.S. Army Air Forces,5,NA,NA,Lived
Vivian A. Cloud,United States,U.S. Army Air Forces,5,NA,NA,Lived
Paul R. Cochran,United States,U.S. Army Air Forces,5,NA,NA,Lived
William F. Collins,United States,U.S. Army Air Forces,5,NA,NA,Lived
Philip E. Colman,United States,U.S. Army Air Forces,5,+4 in Korean War,NA,Lived
Harold E. Comstock,United States,U.S. Army Air Forces,5,NA,NA,Lived
Harry L. Condon,United States,U.S. Army Air Forces,5,NA,NA,Lived
Merle M. Coons,United States,U.S. Army Air Forces,5,NA,NA,Lived
Leland B. Cornell,United States,U.S. Navy,5,NA,NA,Lived
Ralph L. Cox,United States,U.S. Army Air Forces,5,NA,NA,Lived
Niven K. Cranfill,United States,U.S. Army Air Forces,5,NA,NA,Lived
William S. Crombie,United States,U.S. Army Air Forces,5,NA,NA,Lived
John O. Cross,United States,U.S. Army Air Forces,5,NA,NA,Lived
Omer W. Culbertson,United States,U.S. Army Air Forces,5,NA,NA,Lived
Arthur C. Cundy,United States,U.S. Army Air Forces,5,NA,NA,Lived
Warren D. Curton,United States,U.S. Army Air Forces,5,NA,NA,Lived
Evžen Čížek,Czechoslovakia,Royal Air Force,5,NA,NA,Lived
